id,name,description,labels,image_links,product_link,price
11,"Kate Somerville EradiKate 10% Sulfur & BHA Acne Treatment – FSA/HSA Acne Treatment for Face, Clinically Formulated Pimple Cream Spot Treatment, Medicated Pimple Drying Lotion for Blackheads – 1 Fl Oz","Kate Somerville EradiKate is a clinically formulated spot treatment designed to target active breakouts with a powerful combination of 10% sulfur and BHA.

Key Benefits:
• Contains 10% sulfur to help dry out pimples and reduce inflammation
• Features BHA (salicylic acid) to help unclog pores and prevent future breakouts
• Includes zinc oxide for additional anti-inflammatory properties
• Specifically targets pimples and underground blemishes
• Medicated formula helps clear active breakouts quickly
• FSA/HSA eligible for convenient purchasing

How to Use:
• Apply directly to clean, dry skin as a spot treatment
• Use on individual blemishes rather than all over the face
• Allow to dry completely before applying other products
• Use as needed on active breakouts
• Follow with moisturizer if skin feels dry

Customer Feedback:
Customers appreciate this targeted acne treatment for its effectiveness on stubborn breakouts and underground pimples. Many users report seeing results quickly, though some note it can be drying, so it's best used as a spot treatment rather than an all-over face application.","cystic acne, blackheads, oily skin",,https://www.amazon.com/Kate-Somerville-EradiKate-Acne-Treatment/dp/B001ZSBI8Y/ref=sxin_17_pa_sp_search_thematic_sspa?content-id=amzn1.sym.11f03cd7-d882-4fed-ae42-aff13d15d142%3Aamzn1.sym.11f03cd7-d882-4fed-ae42-aff13d15d142&crid=23CC57G1WVOFE&cv_ct_cx=Acne+scarring&keywords=Acne+scarring&pd_rd_i=B001ZSBI8Y&pd_rd_r=defacf53-904e-4f01-a85c-7334f9a5ba69&pd_rd_w=zDOKJ&pd_rd_wg=gvHfQ&pf_rd_p=11f03cd7-d882-4fed-ae42-aff13d15d142&pf_rd_r=3YAPRAYXAC3PN8XZKZ4H&qid=1771702771&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=acne+scarring%2Caps%2C273&sr=1-1-6e60e730-e094-43e9-99e8-1a4854cd27ff-spons&aref=T0523SeswE&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&psc=1,29
12,"medicube Toner Pads Zero Pore Pad 2.0 | Dual-Textured Facial Pad for Exfoliation and Pore Care with 4.5% AHA Lactic Acid, 0.45% BHA Salicylic Acid | Ideal for All, Korean Skin Care, 70 Pads (1 Pack)","These dual-textured toner pads combine gentle exfoliation with pore care to help refine skin texture and minimize the appearance of enlarged pores.

Key Benefits:
• Contains 4.5% AHA (Lactic Acid) and 0.45% BHA (Salicylic Acid) for effective exfoliation
• Dual-sided design with textured side for exfoliation and smooth side for hydration
• Helps reduce excess sebum and clear pore waste
• Infused with soothing botanical extracts including lavender and centella asiatica
• Features white willow bark extract as a natural BHA source

How to Use:
1. After cleansing, swipe the textured side across face for gentle exfoliation
2. Flip to the smooth side to hydrate and calm the skin
3. Allow skin to absorb, then continue with your usual skincare routine
4. Can be used morning and evening

Customer Feedback:
Users appreciate the convenience of the dual-textured design and report noticeable improvements in skin clarity and pore appearance. The lavender-infused formula is praised for providing a calming, spa-like experience while effectively addressing oily skin concerns.","large pores, oily skin, textured skin, blackheads",https://images-na.ssl-images-amazon.com/images/P/B09V7Z4TJG.01.jpg,https://www.amazon.com/Medicube-Zero-Pore-Pads-Dual-Textured/dp/B09V7Z4TJG/ref=sr_1_8?crid=113WC7TLHRV7Q&dib=eyJ2IjoiMSJ9.a8TES2Boe16HcLddHJyhbEbQez45-fRJcPzH3gGO8FWER3N3jkJROboxnQG4WYdo3IirdInN9bSNBYwYfjDddVV94FdD2EMBf9S5Hp4C-kEbt39QbNvxUA25_Evt8UyeIVerVVUE0xIdP48V-sGT0yVFx9PKjk0qJNsklkZy1tUscLxkPZTeiDBqPjfrP_4ArEG0eKlwEziJIAqzdvmbSVQzlavq9ON9H9IMEOhIMkWGdc_LRLunqENYOYUJw1VmHUyQZZzSVeIP317Zro8fws71NNaLUY3Mk0WSlLLtwx8.h6a-B5LtMJ7nbxnuClGBx6I7yx4i9VdQJWJCBoIBtZE&dib_tag=se&keywords=Textured%2Bskin&qid=1771702896&sprefix=textured%2Bskin%2Caps%2C254&sr=8-8&th=1,15.12
13,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin","The Ordinary's AHA 30% + BHA 2% Peeling Solution is a high-strength exfoliating treatment that combines alpha and beta hydroxy acids to reveal brighter, smoother skin.

Key Benefits:
• Advanced exfoliation with 30% AHA and 2% BHA for comprehensive skin renewal
• Targets skin texture irregularities and improves overall skin appearance
• Helps reveal brighter, more radiant skin with regular use
• Alcohol-free, oil-free, silicone-free, vegan, and cruelty-free formula
• Suitable for all skin types when used properly

How to Use:
• Use only at night, no more than twice per week
• Apply to clean, dry skin for no more than 10 minutes
• Rinse thoroughly with lukewarm water
• Always follow with sunscreen the next day
• Start with shorter contact times to build tolerance

Customer Feedback:
Customers appreciate this intensive peeling solution for its effectiveness in improving skin texture and brightness, with many noting visible improvements in their skin's appearance when used consistently as part of their nighttime routine.","textured skin, blackheads, whiteheads, uneven skin tone, hyperpigmentation",https://images-na.ssl-images-amazon.com/images/P/B071D4D5DT.01.jpg,https://www.amazon.com/Ordinary-Peeling-Solution-30ml-AHA/dp/B071D4D5DT/ref=sr_1_11?crid=113WC7TLHRV7Q&dib=eyJ2IjoiMSJ9.a8TES2Boe16HcLddHJyhbEbQez45-fRJcPzH3gGO8FWER3N3jkJROboxnQG4WYdo3IirdInN9bSNBYwYfjDddVV94FdD2EMBf9S5Hp4C-kEbt39QbNvxUA25_Evt8UyeIVerVVUE0xIdP48V-sGT0yVFx9PKjk0qJNsklkZy1tUscLxkPZTeiDBqPjfrP_4ArEG0eKlwEziJIAqzdvmbSVQzlavq9ON9H9IMEOhIMkWGdc_LRLunqENYOYUJw1VmHUyQZZzSVeIP317Zro8fws71NNaLUY3Mk0WSlLLtwx8.h6a-B5LtMJ7nbxnuClGBx6I7yx4i9VdQJWJCBoIBtZE&dib_tag=se&keywords=Textured%2Bskin&qid=1771702896&sprefix=textured%2Bskin%2Caps%2C254&sr=8-11&th=1,9.5
14,"Mederma PM Intensive Overnight Scar Cream, Works with Skin's Nighttime Regenerative Activity, Clinically Shown to Make Scars Smaller and Less Visible, 1.0 Oz (28g)","Mederma PM Intensive Overnight Scar Cream is specially formulated to work with your skin's natural nighttime regenerative activity to visibly reduce the appearance of scars while you sleep.

Key Benefits:
• Clinically shown to improve scar color, texture and overall appearance
• Makes scars appear softer, smoother, smaller and less visible
• Works on scars from acne, surgery, burns, and injury
• Contains Tripeptol complex with peptides, collagen, and antioxidants
• Non-greasy, paraben-free formula
• Triple action formula penetrates beneath skin surface

How to Use:
• Apply to closed wounds and scars at bedtime
• Use daily for at least 8 weeks on new scars
• Continue for 3-6 months on existing scars
• For external use only

Customer Feedback:
Users report seeing noticeable results in as little as 14 days of consistent nighttime use. The cream is praised for its non-greasy texture and ability to work effectively overnight, complementing the body's natural healing process during sleep.","acne scarring, textured skin",https://images-na.ssl-images-amazon.com/images/P/B08SS4TJ9C.01.jpg,https://www.amazon.com/Mederma-Intensive-Overnight-Scar-Cream/dp/B08SS4TJ9C/ref=sr_1_7?crid=23CC57G1WVOFE&dib=eyJ2IjoiMSJ9.1UzsHasEGo6vuU5ezpon4ma6yKIq1mqzRMi9nEx0PsKNKjIQuOKCfzXzC9hd3jT7beUYagHGM8KUhK5-xYt0G17hau1Wt12uKFh-uer84rTB6aULbdUhFM6JUVx37ta-eGsuqc_Q_Ps97YHD5HCDgXEyrXK5xkCHPTq3w180AAmJbgOQDXw1uEqgiqJj322jcN2HeHsdMMxRfuGSc5FdYxMXux_9s-5IeUfNp7e3hYGYYpg2tU_8Lqqurdi0nyUMb0xd24IuVbYAhMFwC_9Om9KYrPIdb8Cs0a-5xbAGWL0.j6Vje25m4tKmqWWApX1Xen_fZT1EWJT2JtKM1DU199Y&dib_tag=se&keywords=Acne%2Bscarring&qid=1771702771&rdc=1&sprefix=acne%2Bscarring%2Caps%2C273&sr=8-7&th=1,18.99
15,Kate Somerville ExfoliKate Intensive Exfoliating Treatment – Salicylic Acid and Lactic Acid Super Facial Scrub Improves Texture and Pores,"Kate Somerville ExfoliKate Intensive Exfoliating Treatment is a powerful facial scrub that combines chemical and physical exfoliation to reveal smoother, more refined skin.

Key Benefits:
• Contains salicylic acid and lactic acid for effective chemical exfoliation
• Helps improve skin texture and minimize the appearance of pores
• Removes dead skin cells and surface impurities
• Promotes smoother, more radiant-looking skin
• Intensive treatment formula for enhanced results

How to Use:
• Apply to clean, damp skin 2-3 times per week
• Gently massage in circular motions, avoiding the eye area
• Rinse thoroughly with lukewarm water
• Follow with moisturizer and sunscreen during the day
• Start with less frequent use to allow skin to adjust

Customer Feedback:
Users appreciate this intensive exfoliating treatment for its ability to improve skin texture and refine pores, with many noting smoother and more radiant skin after regular use.","blackheads, textured skin, large pores, oily skin",,https://www.amazon.com/Kate-Somerville-ExfoliKate-Exfoliating-Treatment-2/dp/B002M3NV2C/ref=sxin_17_pa_sp_search_thematic_sspa?content-id=amzn1.sym.ddf913aa-96e7-469c-926c-d80f42fe90c8%3Aamzn1.sym.ddf913aa-96e7-469c-926c-d80f42fe90c8&crid=2D6ZGSBDD88SN&cv_ct_cx=Large+pores&keywords=Large+pores&pd_rd_i=B002M3NV2C&pd_rd_r=9984c748-de9e-4e1b-8fdd-13d100afd7f0&pd_rd_w=h28bS&pd_rd_wg=ttMUM&pf_rd_p=ddf913aa-96e7-469c-926c-d80f42fe90c8&pf_rd_r=D6X36VD98SVZERNW1T69&qid=1771702969&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=large+pores%2Caps%2C249&sr=1-1-2c727eeb-987f-452f-86bd-c2978cc9d8b9-spons&aref=GqLDvsY7nq&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&psc=1,79
16,"VALITIC Kojic Acid Dark Spot Remover Soap Bars with Vitamin C, Retinol, Collagen, Turmeric - Original Japanese Complex Infused with Hyaluronic Acid, Vitamin E, Shea Butter, Castile Olive Oil (2 Pack)","This kojic acid soap bar combines traditional Japanese skincare ingredients with modern actives to target dark spots and promote an even skin tone.

Key Benefits:
• Contains kojic acid to help fade dark spots and hyperpigmentation
• Enriched with vitamin C, retinol, and collagen for anti-aging benefits
• Turmeric helps restore moisture balance and may reduce scarring
• Hyaluronic acid and shea butter provide hydration and nourishment
• Suitable for face, hands, neck, bikini area, inner thighs, and underarms
• SLS and paraben-free formula for daily use

How to Use:
• Wet skin with lukewarm water
• Apply soap evenly to desired areas
• Massage gently for 20-30 seconds
• Rinse thoroughly with water
• Perform patch test before first use

Customer Feedback:
Users appreciate this multi-purpose soap for addressing various skin concerns including dark spots, uneven tone, and signs of aging, with many noting its gentle formula suitable for sensitive areas of the body.","hyperpigmentation, post-inflammatory hyperpigmentation, uneven skin tone, fine lines, acne scarring",,https://www.amazon.com/Valitic-Remover-Vitamin-Collagen-Turmeric/dp/B09MFMCTRK/ref=sr_1_5_sspa?crid=MNDYNLFBIS2B&dib=eyJ2IjoiMSJ9.X67kJD7bCeOFfV9MkAP8aMEpSKKx1TPmlBV216ghAJuwgwlwt6ZyQWpMsBozeEXd83PmC7hwTx7yymWDaMxgHr2dUfaNM7gE_F32g3eZqK9XXovSvzJ0VkELk4AibdgVqceKIpDPn3o02GL8pW2oxsuMivOxZCYz15oVPXi_QCQt8iGMJdIbuwy-Z0qL-dMR_psjq-ymuX-4zfNaK5fDuyxxLkOe1AnICjVyY39w5gkd53rQawwJ5GcgiBUrouUlMhOC5mOOLSjRicbTIWTvJbdtt3DLo0H9x1EVWdGouxg.StB799ubd_3MH5LgvBaYWKpMZ-mFW-aEvkEIBYK2Huk&dib_tag=se&keywords=Hyperpigmentation&qid=1771703080&s=beauty&sprefix=hyperpigmentation%2Cbeauty%2C169&sr=1-5-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,14.99
17,Caudalie Vinoperfect Brightening Dark Spot Serum Vitamin C Alternative - 62x More Effective than Vitamin C with Viniferine for a Visibly Brighter Even Complexion,"This brightening serum features viniferine as a vitamin C alternative, specifically formulated to target dark spots and promote a more even complexion.

Key Benefits:
• Contains viniferine and olive squalane to diminish dark spots
• Suitable for all skin types with 98% natural origin ingredients
• Vegan formula designed for daily use
• Promotes visibly brighter and more even skin tone

How to Use:
• Apply morning and evening to clean skin
• Use on face and neck before moisturizer
• Can be incorporated into both day and night routines

Customer Feedback:
With over 3,700 reviews and a 4.3-star rating, customers appreciate this serum's effectiveness in addressing dark spots and improving overall skin brightness, though individual results may vary.","hyperpigmentation, post-inflammatory hyperpigmentation, uneven skin tone",https://images-na.ssl-images-amazon.com/images/P/B0CX5B5VTX.01.jpg,https://www.amazon.com/Caudalie-Vinoperfect-Brightening-Dark-Serum/dp/B0CX5B5VTX/ref=sr_1_1_sspa?crid=MNDYNLFBIS2B&dib=eyJ2IjoiMSJ9.X67kJD7bCeOFfV9MkAP8aMEpSKKx1TPmlBV216ghAJuwgwlwt6ZyQWpMsBozeEXd83PmC7hwTx7yymWDaMxgHr2dUfaNM7gE_F32g3eZqK9XXovSvzJ0VkELk4AibdgVqceKIpDPn3o02GL8pW2oxsuMivOxZCYz15oVPXi_QCQt8iGMJdIbuwy-Z0qL-dMR_psjq-ymuX-4zfNaK5fDuyxxLkOe1AnICjVyY39w5gkd53rQawwJ5GcgiBUrouUlMhOC5mOOLSjRicbTIWTvJbdtt3DLo0H9x1EVWdGouxg.StB799ubd_3MH5LgvBaYWKpMZ-mFW-aEvkEIBYK2Huk&dib_tag=se&keywords=Hyperpigmentation&qid=1771703080&s=beauty&sprefix=hyperpigmentation%2Cbeauty%2C169&sr=1-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,82
18,"Cetaphil Vitamin C Serum, Visibly Reduces Look of Dark Spots and Hyperpigmentation, Formulated with Niacinamide, Designed for Sensitive Skin, Fragrance Free, Dermatologist Tested, 1oz","This gentle vitamin C serum is specifically formulated for sensitive skin to deliver brightening and hydrating benefits without irritation.

Key Benefits:
• Visibly reduces dark spots and hyperpigmentation
• Provides 24-hour hydration and maintains moisture barrier
• Evens skin tone and texture for improved radiance
• Offers antioxidant protection against free radicals
• Reduces appearance of fine lines
• Boosts skin luminosity and brightness
• Defends against 5 signs of skin sensitivity

Key Features:
• Contains vitamin C (3-O-Ethyl Ascorbic Acid) for brightening
• Formulated with niacinamide (vitamin B3) to even skin tone
• Includes sunflower seed oil for conditioning
• Hypoallergenic, fragrance-free, and paraben-free
• Non-comedogenic and won't clog pores
• Lightweight, fast-absorbing formula

How to Use:
• Apply to clean face and neck
• Use morning and/or evening as part of your skincare routine
• Follow with moisturizer and sunscreen during daytime
• For external use only

Customer Feedback:
Users appreciate this serum's gentle yet effective formula that delivers visible brightening results without causing irritation, making it particularly suitable for those with sensitive skin who want to address dark spots and uneven tone.","hyperpigmentation, uneven skin tone, fine lines, dry skin",https://images-na.ssl-images-amazon.com/images/P/B0CZDNLBK6.01.jpg,https://www.amazon.com/Cetaphil-Formulated-Niacinamide-Sensitive-Dermatologist/dp/B0CZDNLBK6/ref=sr_1_27?crid=MNDYNLFBIS2B&dib=eyJ2IjoiMSJ9.X67kJD7bCeOFfV9MkAP8aMEpSKKx1TPmlBV216ghAJuwgwlwt6ZyQWpMsBozeEXd83PmC7hwTx7yymWDaMxgHr2dUfaNM7gE_F32g3eZqK9XXovSvzJ0VkELk4AibdgVqceKIpDPn3o02GL8pW2oxsuMivOxZCYz15oVPXi_QCQt8iGMJdIbuwy-Z0qL-dMR_psjq-ymuX-4zfNaK5fDuyxxLkOe1AnICjVyY39w5gkd53rQawwJ5GcgiBUrouUlMhOC5mOOLSjRicbTIWTvJbdtt3DLo0H9x1EVWdGouxg.StB799ubd_3MH5LgvBaYWKpMZ-mFW-aEvkEIBYK2Huk&dib_tag=se&keywords=Hyperpigmentation&qid=1771703080&s=beauty&sprefix=hyperpigmentation%2Cbeauty%2C169&sr=1-27,19.84
19,"Good Molecules Brightening & Dark Spots Bar - Soap Free Face and Body Bar - Tranexamic, Kojic Acids and Niacinamide to Target Dark Spots - Skin Care","A gentle, soap-free cleansing bar designed to target dark spots and promote an even skin tone while providing a comfortable cleanse for both face and body.

Key Benefits:
• Targets dark spots, sun spots, and post-acne marks with 2% Tranexamic Acid and 2% Kojic Acid
• pH-balanced formula cleanses without disrupting the skin's moisture barrier
• Contains Niacinamide and Olive Oil to nourish and support skin clarity
• Removes impurities without stripping, leaving skin soft and balanced
• Fragrance-free, vegan, and cruelty-free formula

How to Use:
• Wet the bar and work into a creamy lather
• Massage over face and body, avoiding the eye area
• Rinse well and pat dry
• Suitable for daily use on all skin types

What customers say:
Users appreciate this gentle cleansing bar for its ability to improve skin clarity while maintaining comfort. The soap-free formula is praised for leaving skin feeling refreshed and residue-free without over-drying.","hyperpigmentation, post-inflammatory hyperpigmentation, uneven skin tone",,https://www.amazon.com/Good-Molecules-Brightening-Dark-Spots/dp/B0DJHMKN7C/ref=sr_1_31?crid=MNDYNLFBIS2B&dib=eyJ2IjoiMSJ9.X67kJD7bCeOFfV9MkAP8aMEpSKKx1TPmlBV216ghAJuwgwlwt6ZyQWpMsBozeEXd83PmC7hwTx7yymWDaMxgHr2dUfaNM7gE_F32g3eZqK9XXovSvzJ0VkELk4AibdgVqceKIpDPn3o02GL8pW2oxsuMivOxZCYz15oVPXi_QCQt8iGMJdIbuwy-Z0qL-dMR_psjq-ymuX-4zfNaK5fDuyxxLkOe1AnICjVyY39w5gkd53rQawwJ5GcgiBUrouUlMhOC5mOOLSjRicbTIWTvJbdtt3DLo0H9x1EVWdGouxg.StB799ubd_3MH5LgvBaYWKpMZ-mFW-aEvkEIBYK2Huk&dib_tag=se&keywords=Hyperpigmentation&qid=1771703080&rdc=1&s=beauty&sprefix=hyperpigmentation%2Cbeauty%2C169&sr=1-31&th=1,8
20,Good Molecules Discoloration Correcting Serum - Tranexamic Acid and Niacinamide Serum to Target Dark Spots and Hyperpigmentation - Skin Care for Face,"Good Molecules Discoloration Correcting Serum combines tranexamic acid and niacinamide to target dark spots and promote a more even complexion.

Key Benefits:
• Targets hyperpigmentation, dark spots, and sunspots with 3% tranexamic acid
• Contains 4% niacinamide (vitamin B3) to refine skin tone and texture
• Helps minimize the appearance of enlarged pores
• Hydrating formula that supports skin repair and replenishment
• Suitable for all skin types, particularly beneficial for combination/oily skin
• Vegan formula free from fragrance, PEGs, mineral oils, and alcohol

How to Use:
• Apply a few drops to clean skin morning and night
• Use before oils and moisturizers
• Suitable for daily use
• Perform a patch test before first use
• Discontinue if irritation occurs

Customer Feedback:
Users appreciate this serum's gentle yet effective approach to addressing uneven skin tone and discoloration. The lightweight, hydrating formula is well-tolerated across different skin types and integrates easily into existing skincare routines.","hyperpigmentation, uneven skin tone, large pores, textured skin, oily skin",,https://www.amazon.com/Good-Molecules-Discoloration-Correcting-Serum/dp/B0BX32CXP6/ref=sr_1_38?crid=MNDYNLFBIS2B&dib=eyJ2IjoiMSJ9.X67kJD7bCeOFfV9MkAP8aMEpSKKx1TPmlBV216ghAJuwgwlwt6ZyQWpMsBozeEXd83PmC7hwTx7yymWDaMxgHr2dUfaNM7gE_F32g3eZqK9XXovSvzJ0VkELk4AibdgVqceKIpDPn3o02GL8pW2oxsuMivOxZCYz15oVPXi_QCQt8iGMJdIbuwy-Z0qL-dMR_psjq-ymuX-4zfNaK5fDuyxxLkOe1AnICjVyY39w5gkd53rQawwJ5GcgiBUrouUlMhOC5mOOLSjRicbTIWTvJbdtt3DLo0H9x1EVWdGouxg.StB799ubd_3MH5LgvBaYWKpMZ-mFW-aEvkEIBYK2Huk&dib_tag=se&keywords=Hyperpigmentation&qid=1771703080&rdc=1&s=beauty&sprefix=hyperpigmentation%2Cbeauty%2C169&sr=1-38&th=1,25
21,"The Ordinary Alpha Arbutin 2% + Hyaluronic Acid, Brightens Skin and Targets Dark Spots, 1 Fl Oz","This water-based serum combines alpha arbutin and hyaluronic acid to target dark spots while providing hydration for brighter, more even-toned skin.

Key Benefits:
• Contains 2% alpha arbutin to help brighten skin and reduce the appearance of dark spots
• Hyaluronic acid provides hydration and plumps the skin
• Suitable for all skin types including sensitive skin
• Alcohol-free, silicone-free, vegan, and cruelty-free formula
• Can be used both morning and evening

How to Use:
• Apply a few drops to clean, dry skin
• Gently pat into face and neck
• Follow with moisturizer
• Use sunscreen during the day when using this product
• Can be used twice daily

Customer Feedback:
Users appreciate this serum's effectiveness at targeting dark spots and hyperpigmentation while being gentle enough for daily use. Many customers note visible improvements in skin brightness and tone with consistent use, praising its lightweight texture and good value for money.","hyperpigmentation, post-inflammatory hyperpigmentation, uneven skin tone, dry skin",https://images-na.ssl-images-amazon.com/images/P/B06XCZFCFZ.01.jpg,https://www.amazon.com/Ordinary-Alpha-Arbutin-2-30ml/dp/B06XCZFCFZ/ref=sr_1_7?crid=2H5KQBN9XEQKH&dib=eyJ2IjoiMSJ9.X67kJD7bCeOFfV9MkAP8aMEpSKKx1TPmlBV216ghAJuJAyursmFMQ2-mDfgNlf7Af2gcT9L75w0ZoboVY3reuDnFKkiAdaTJdKjOlh3Id8EiSpGHFWK441B5TXbZ-91ZsXjnzX9WMfOMUzWbI9tZ_5V70_s3jhsIgpLxUkNYWrKu8WpnfEPHdVgCANcDwhOdubnIDRgpy3vJX-kKbkqPTd5qPFv2myTekTiVxz8HxorwNDpfCxly4INogjkP-loNwB_6HkUmU5YZFE-L1BvOedxysKd-EYVeaHkdAvuYXBg.rtLepM9ywgMu0updBoGDC96xOA7T5BlTwRMKp0NMBJQ&dib_tag=se&keywords=Hyperpigmentation&qid=1771703617&sprefix=hyperpigmentation%2Caps%2C203&sr=8-7&th=1,11.5
22,"La Roche-Posay Mela B3 Gel Cleanser, Formulated With Melasyl + Niacinamide + PHA, Anti Aging Face Wash For Discoloration, Dark Spots & Post Acne Marks, Dark Spot Corrector, Oil Free & Soap Free","This foaming gel cleanser combines La Roche-Posay's exclusive Melasyl technology with niacinamide and PHA to target dark spots and discoloration while gently cleansing.

Key Benefits:
• Visibly reduces persistent dark spots and post-acne marks
• Exfoliates and helps even skin tone with gentle PHA
• Contains niacinamide to help fade discoloration
• Oil-free and soap-free formula suitable for all skin types
• Dermatologist tested for safety and efficacy

How to Use:
• Apply to wet face morning and night
• Gently massage to create a foam
• Rinse thoroughly with water
• Follow with appropriate serums and moisturizer

Customer Feedback:
Users consistently rate this cleanser highly, with many noting improvements in skin tone evenness and dark spot appearance. The gentle yet effective formula is well-tolerated across different skin types, making it a popular choice for those addressing discoloration concerns.","hyperpigmentation, post-inflammatory hyperpigmentation, uneven skin tone, textured skin",https://images-na.ssl-images-amazon.com/images/P/B0CZ3YFMWQ.01.jpg,https://www.amazon.com/Roche-Posay-Formulated-Niacinamide-Discoloration-Corrector/dp/B0CZ3YFMWQ/ref=sr_1_9?crid=1E7HH9BXKAON2&dib=eyJ2IjoiMSJ9.ifjN7iRwjgryV3d3ybKKGlGJOXOj04XBZiGpfCAYBIVot8goRuQAD4_fyvO8NxrNpx4nsO177nzZcXhv3VXq0cmfphjfUjyFtpw1OeRzk8xjO4oyIGvzEzTNRwwlKBQ2-IVl_fJZkWiVJX19jfu26u273yqRqSNmAQTK5zc4NFkM1oo6_utz-q32qPGimYQwD09YvAObFwkqXKJ4L8A33N_5AodpPNWcs3H1ZfAsVA160hQGnR7HGVFdv6v-4QYaASTCa2Abvd4ov-0Vfle0EzFRim3ZkHSv4GQVbKf-7Mg.dhOhad_FyWTJfUqBEHOQeRauxZ2Uj9WnKSbXHjZlZOs&dib_tag=se&keywords=Melasma&qid=1771703649&sprefix=melasma%2Caps%2C272&sr=8-9,26.99
23,"Dermalogica Biolumin-C Serum, Vitamin C Dark Spot Serum for Face with Peptide and AHA - Exfoliates and Reduces Unbalanced Pigmentation for Brighter, Firmer Skin","This vitamin C serum combines brightening and firming benefits to target dark spots and uneven skin tone while promoting a more radiant complexion.

Key Benefits:
• Brightens skin and reduces unbalanced pigmentation
• Firms and protects the skin barrier
• Exfoliates gently to improve skin texture
• Contains peptides for anti-aging support
• Suitable for dry and combination skin types

Key Ingredients:
• Vitamin C for antioxidant protection and brightening
• Lactic Acid (AHA) for gentle exfoliation
• Peptides to support skin firmness

How to Use:
Apply morning and night to clean skin. Follow with moisturizer and sunscreen during the day. Start with every other day if new to vitamin C or AHAs.

Customer Feedback:
Customers generally report positive results with this serum, giving it high ratings for its brightening and firming effects. Many users appreciate the professional-grade formulation and notice improvements in skin radiance and texture over time.","hyperpigmentation, uneven skin tone, fine lines, dry skin, combination skin",,https://www.amazon.com/Dermalogica-Smart-Biolumin-c-Serum-Fluid/dp/B07DVMC3KT/ref=sxin_17_pa_sp_search_thematic_sspa?content-id=amzn1.sym.11f03cd7-d882-4fed-ae42-aff13d15d142%3Aamzn1.sym.11f03cd7-d882-4fed-ae42-aff13d15d142&crid=1E7HH9BXKAON2&cv_ct_cx=Melasma&keywords=Melasma&pd_rd_i=B07DVMC3KT&pd_rd_r=4679a38e-c99b-477c-83f0-d50abb169ab7&pd_rd_w=EZTMz&pd_rd_wg=uc7nt&pf_rd_p=11f03cd7-d882-4fed-ae42-aff13d15d142&pf_rd_r=NJBCNNTSKT08PAGKKHAM&qid=1771703649&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=melasma%2Caps%2C272&sr=1-3-6e60e730-e094-43e9-99e8-1a4854cd27ff-spons&aref=k1iBZGtoQk&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&th=1,99
24,Caudalie Vinoperfect Brightening Dark Spot Serum Vitamin C Alternative - 62x More Effective than Vitamin C with Viniferine for a Visibly Brighter Even Complexion,"This brightening serum offers a potent alternative to traditional vitamin C, featuring viniferine as its star ingredient to target dark spots and promote a more even complexion.

Key Benefits:
• Contains viniferine, claimed to be 62x more effective than vitamin C for brightening
• Helps diminish dark spots and hyperpigmentation
• Promotes visibly brighter and more even skin tone
• Formulated with olive squalane for added hydration
• Made with 98% natural origin ingredients and is vegan
• Suitable for all skin types

How to Use:
Apply morning and evening to clean skin. Gently massage the serum into face and neck, focusing on areas with dark spots. Follow with your regular moisturizer and sunscreen during the day.

Customer Feedback:
Users generally report positive results with this brightening serum, with many customers noting improvements in dark spot appearance and overall skin radiance. The product maintains strong customer satisfaction ratings, though individual results may vary depending on skin type and consistency of use.","hyperpigmentation, post-inflammatory hyperpigmentation, uneven skin tone, normal skin",https://images-na.ssl-images-amazon.com/images/P/B0CX5B5VTX.01.jpg,https://www.amazon.com/Caudalie-Vinoperfect-Brightening-Dark-Serum/dp/B0CX5B5VTX/ref=sr_1_10?crid=1E7HH9BXKAON2&dib=eyJ2IjoiMSJ9.ifjN7iRwjgryV3d3ybKKGlGJOXOj04XBZiGpfCAYBIVot8goRuQAD4_fyvO8NxrNpx4nsO177nzZcXhv3VXq0cmfphjfUjyFtpw1OeRzk8xjO4oyIGvzEzTNRwwlKBQ2-IVl_fJZkWiVJX19jfu26u273yqRqSNmAQTK5zc4NFkM1oo6_utz-q32qPGimYQwD09YvAObFwkqXKJ4L8A33N_5AodpPNWcs3H1ZfAsVA160hQGnR7HGVFdv6v-4QYaASTCa2Abvd4ov-0Vfle0EzFRim3ZkHSv4GQVbKf-7Mg.dhOhad_FyWTJfUqBEHOQeRauxZ2Uj9WnKSbXHjZlZOs&dib_tag=se&keywords=Melasma&qid=1771703649&sprefix=melasma%2Caps%2C272&sr=8-10&th=1,82
